Building 40 6-fault (4 hop-context + 2 profile) twowiki_real bridge_comparison examples (bench_seed=42, scan_limit=2671)...
Built 40 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['reflexion', 'intro_specter']
  N=6 real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=6/6 tokens=(7252,962)
  N=6 real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/6 tokens=(4796,979)
  N=6 real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=6/6 tokens=(7252,962)
  N=6 real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True, 'concise': True} all_resolved=False n_resolved=4/6 tokens=(4796,979)
  N=6 real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=6/6 tokens=(2048,271)
  N=6 real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'concise': True} all_resolved=True n_resolved=6/6 tokens=(4602,711)
  N=6 real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=6/6 tokens=(1739,335)
  N=6 real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=6/6 tokens=(4070,792)
  N=6 real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=6/6 tokens=(1739,335)
  N=6 real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=6/6 tokens=(4070,792)
  N=6 real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=6/6 tokens=(1739,469)
  N=6 real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True, 'preamble': True} all_resolved=True n_resolved=6/6 tokens=(4267,1277)
  N=6 real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True, 'english': True} all_resolved=False n_resolved=5/6 tokens=(13526,1551)
  N=6 real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/6 tokens=(5014,856)
  N=6 real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True, 'english': True} all_resolved=False n_resolved=5/6 tokens=(13526,1551)
  N=6 real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True, 'english': True} all_resolved=False n_resolved=3/6 tokens=(5014,856)
